movieId,genres
200,Drama|History|War
201,Documentary
202,Drama|Music
204,Documentary
205,Short|Family
206,Documentary
209,Action|Adventure|Sci-Fi
210,Action|Drama|Fantasy|Horror
212,Drama
219,Drama
224,Crime|Drama|Mystery
225,Comedy
226,Crime|Horror|Thriller
227,Comedy
228,Comedy|Western
229,Documentary|Music
231,Drama|War
232,Drama
235,Drama|Romance
238,Documentary|Music
240,Comedy|Drama|Romance|Sport
241,Adventure|Mystery|Thriller
243,Drama
244,Documentary|Short
245,Crime|Drama
246,Crime|Drama|Mystery|Thriller
247,Drama|Thriller
249,Action|Drama|Romance|War
250,Adventure|Drama|History|War
252,Animation|Adventure|Comedy|Family|Fantasy
253,Comedy|Music|Musical
254,Drama|Fantasy
257,Animation|Family|Musical
258,Drama|Romance
260,Drama|History|Music
261,Crime|Drama|Film-Noir|Mystery|Thriller
262,Comedy|Family|Fantasy|Romance
266,Documentary|Music
268,Action|Sci-Fi
269,Comedy|Drama
272,Action|Crime|Drama|Thriller
273,Action|Comedy|Crime|Thriller
274,Drama|Thriller
275,Drama
279,Comedy|Romance
280,Music
281,Action|Comedy|History
283,Drama|Thriller
284,Action|Horror|Thriller
285,Action|Crime|Drama|Thriller
286,Animation|Action|Sci-Fi
287,Documentary|Music
288,Comedy
289,Action|Adventure|Sci-Fi|Thriller
290,Adventure|Comedy
292,Comedy
293,Documentary|Music
294,Drama|Romance
295,Adventure|Comedy|Crime
296,Biography|Drama|Music
297,Comedy
299,Comedy|Drama|Romance
300,Action
301,Western
303,Drama|Romance
305,Comedy|Drama|Fantasy
307,Music
308,Action|Horror
309,Drama|Thriller
310,Comedy|Romance
311,Biography|Comedy|Drama
312,Comedy|Drama|Music|Romance
313,Drama
317,Drama
318,Crime|Drama|Thriller
319,Action|Comedy|Western
320,Comedy|Drama
321,Horror
322,Comedy|Sci-Fi
325,Documentary
329,Adventure|Comedy|Drama|Fantasy
330,Crime|Drama|Mystery|Thriller
331,Comedy|Drama|Romance
332,Comedy
334,Action|Comedy|Drama|Family
335,Horror
336,Action|Crime|Thriller
337,Biography|Drama
341,Action|Adventure|Comedy|Horror|Sci-Fi|Thriller|Western
342,Animation|Action|Crime|Drama|Mystery|Thriller
343,Comedy
344,Comedy|Drama|Romance
347,Action|Comedy|Romance|Sci-Fi
348,Drama
349,Horror|Thriller
350,Drama|Family|Western
351,Action|Western
352,Comedy|Drama|Romance
353,Comedy|Romance
354,Action|Crime|Drama|Thriller
357,Crime|Drama
358,Crime|Drama
362,Comedy|Family|Romance|Sci-Fi
363,Action|Comedy|Crime
366,Documentary|Sport
369,Comedy
370,Comedy|War
371,Comedy|Family
372,Comedy|Drama|Romance|Musical
374,Drama|Horror|Mystery|Thriller
377,Mystery
378,Biography|Crime|Drama|Thriller
379,Action|Drama|Thriller
380,Action|Drama|Thriller
381,Action|Crime|Drama|Thriller
382,Documentary|War
383,Action
384,Drama|Music|Mystery|Romance
385,Comedy|Family|Fantasy
386,Comedy|Drama|History|Mystery|Romance
387,Drama|Music|Romance
388,Drama|Thriller
389,Action|Crime|Thriller
390,Drama|Horror|Thriller
392,Comedy|Drama|Romance
393,Action|Crime|Thriller
394,Action|Adventure|Sci-Fi
395,Action|Adventure
396,Music
397,Comedy
398,Drama|Romance
400,Adventure|Romance|War|Western
401,Horror|Thriller
402,Drama|History|Romance|War
404,Action|Horror|Mystery|Sci-Fi|Thriller
405,Drama|Fantasy|Romance
406,Action|Crime|Drama|Mystery|Thriller
407,Action|Drama
408,Action|Fantasy|Horror
409,Action|Adventure|Drama|Sci-Fi
410,Documentary|Biography|History
411,Drama
413,Comedy|Drama
414,Biography|Drama
415,Action|Horror|Sci-Fi
416,Crime|Drama|Thriller
418,Action|Horror
422,Biography|Comedy|Musical|Romance|Western
423,Comedy|Family|Sci-Fi
424,Comedy|Drama
425,Adventure|Comedy|Family|Fantasy|Mystery|Romance
426,Animation|Comedy|Family
427,Horror
428,Family
429,Adventure|Comedy|Family|Romance
430,Animation|Comedy|Drama|Romance|Sci-Fi
433,Comedy|Drama|Romance
435,Comedy|Romance
436,Comedy|Music|Romance
438,Adventure|Comedy|Family
439,Crime|Drama
440,Adventure|Comedy|Family|Sport
442,Crime|Drama|History|Mystery|Thriller
443,Adventure|Biography|Drama|History
444,Documentary|History
445,Biography|Drama|Thriller|War
446,Crime|Thriller
449,Documentary|Short|Music
450,Documentary|Biography
452,Action|Adventure|Drama|Sci-Fi|Thriller
453,Crime|Drama|Romance
455,Animation|Adventure|Family|Fantasy|Thriller
457,Action|Crime|Thriller
459,Biography|Drama
460,Drama|Fantasy
465,Comedy
467,Comedy|Fantasy|Mystery|Romance
468,Action|Sci-Fi
470,Action|Adventure|Fantasy|Horror|Mystery|Sci-Fi|Thriller
471,Comedy|Drama|Romance
472,Drama|Romance
473,Animation|Adventure|Fantasy
474,Drama|Music|Romance
475,Action|Adventure|Comedy|Family|Sport
478,Comedy|Family
479,Documentary|Comedy
481,Documentary
482,Biography|Drama|Romance
483,Action|Comedy|Crime|Thriller
484,Drama|Romance
486,Adventure|Family|Fantasy|Romance|Sci-Fi
488,Drama|Romance
489,Drama|Romance|Thriller
490,Biography|Drama|Romance
491,Romance|Thriller
492,Drama|Romance
495,Action|Drama|Thriller
496,Music
497,Music
499,Crime|Drama|Thriller
501,Mystery|Thriller
502,Documentary|Comedy
505,Drama
507,Western
508,Drama
511,Action|Comedy|Crime|Romance
513,Comedy|Drama|Romance|Thriller
514,Documentary|Music
515,Action|Horror
516,Comedy|Drama|Romance
517,Comedy|Romance
518,Comedy|Drama|Romance
519,Documentary|Music
522,Romance
523,Adventure|Family
524,Comedy|Drama
525,Crime|Drama|Thriller
526,Comedy|Drama|Romance
527,Adventure|Fantasy
528,Adventure|Comedy|Sci-Fi
529,Drama|Family
530,Comedy|Horror
532,Comedy|History
533,Comedy|Drama|Fantasy
534,Comedy|Drama|Mystery|Thriller
535,Adventure|Drama|History|War|Western
537,Animation|Comedy|Romance
538,Crime|Drama|Mystery|Thriller
542,Drama|Mystery|Thriller
543,Sci-Fi|Animation|Action|Adventure
546,Documentary
547,Action|Comedy|Crime
548,Action|Adventure|Comedy
549,Action|Adventure|Crime|Drama|Western
550,Action|Adventure|Drama|Romance
551,Comedy|Drama|Family|Fantasy
552,Comedy|Crime|Drama|Musical|Mystery|Romance
553,Comedy|Drama|Musical|Romance
554,Drama|Mystery|Sci-Fi
555,Crime|Drama|History|Mystery
556,Comedy
557,Mystery|Thriller
558,Animation|Action|Sci-Fi
561,Crime|Drama|Mystery|Thriller
562,Action|Comedy|Horror
563,Animation|Action|Adventure|Comedy|Family|Sci-Fi
564,Action|Horror|Sci-Fi
566,Action|Crime|Drama
567,Drama
569,Action|Adventure|Comedy|Crime|Thriller
570,Drama
571,Drama
573,Action|Comedy|Crime
574,Drama|Romance
578,Horror|Thriller
582,Biography|Comedy|Drama
583,Adventure|Drama|Family
584,Drama|Mystery|Romance|Thriller
585,Drama
586,Crime|Drama|History|Romance|Thriller
587,Drama|History|War
590,Music
591,Drama
592,Horror
597,Comedy|Music
599,Crime|Drama|Mystery|Romance|Thriller
600,Adventure|Comedy|Crime|Thriller
601,Music
602,Action|Comedy|Drama|Romance
607,Action|Adventure|Thriller
608,Drama
611,Crime|Horror|Thriller
612,Adventure|Film-Noir|Romance|Thriller|War
614,Comedy|Crime|Drama
615,Comedy|Romance
619,Adventure|Drama|Family|Sci-Fi
620,Animation|Action|Sci-Fi|Sport
621,Action|Sci-Fi
622,Comedy
625,Comedy
626,Biography|Drama|Romance|War|Western
627,Comedy|Drama
628,Animation|Action|Family
629,Action|Horror|Sci-Fi|Thriller
630,Adventure|Horror|Sci-Fi
631,Action|Crime|Drama|Thriller
632,Action|Crime|Drama|Thriller
633,Crime|Drama|Musical|Romance|Thriller
636,Comedy|Crime
638,Action|Comedy|Drama|Music|Sport
639,Documentary|Biography|Sport
640,Biography|Crime|Drama|Thriller
641,Drama|Romance|Sci-Fi
642,Comedy|Sci-Fi
643,Comedy|Romance
644,Action|Western
645,Drama|Romance
646,Drama|History
647,Comedy|Family|Fantasy|Musical|Romance
648,Music
649,Music
652,Drama
653,Crime|Drama
658,Action|Adventure|Drama|Romance
659,Horror|Thriller
660,Comedy|Crime
661,Talk-Show
662,Adventure|Biography|Drama|History
664,Comedy|Crime|Horror|Thriller
665,Crime|Drama|Thriller
666,Comedy|Drama
668,Documentary|Comedy
670,Romance|Thriller
671,Drama
672,Comedy|Drama|Romance
674,Horror|Thriller
676,Comedy|Crime
677,Talk-Show
678,Comedy|Romance|Drama
679,Short|Music
680,Comedy|Drama|Romance
681,Comedy
682,Comedy|Drama
683,Western
684,Sci-Fi|Thriller
685,Action|Crime|Drama|Thriller
686,Comedy|Fantasy
687,Documentary|History
688,Documentary
689,Drama
690,Family
691,Action|Comedy|Crime|Drama|Romance
692,Drama|Thriller
693,Action|Adventure|Drama|Thriller
695,Drama|Horror|Romance|Thriller
696,Action|Crime|Drama|Thriller
698,Action|Adventure|Comedy|Romance|Thriller
700,Animation|Action|Adventure|Crime|Drama|Fantasy|Horror|Mystery|Romance|Sci-Fi|Thriller
701,Horror|Thriller
703,Documentary|History
704,Drama
705,Comedy|Sport
706,Crime|Drama
707,Drama
708,Action|Adventure|Drama|Thriller
709,Documentary|History
712,Crime|Documentary|Drama|Mystery
713,Crime|Drama
714,Drama|Thriller
716,Drama|Western
717,Comedy
718,Action|Crime|Drama
719,Crime|Drama|Thriller
720,Documentary
721,Adventure|Drama
723,Comedy|Drama|Family|Romance
724,Animation|Action|Adventure|Comedy|Drama|Fantasy|Romance
725,Drama
726,Horror|Romance|Thriller
727,Comedy
728,Comedy|Drama
729,Comedy|Romance
730,Talk-Show
731,Adventure|Comedy|Family
733,Drama|Horror|Thriller
734,Drama|Romance|War
738,Drama|Music|Romance
739,Drama
740,Talk-Show
742,Action|Adventure|Crime|Drama|Mystery|Thriller
743,Comedy|Crime|Mystery|Thriller
744,Thriller
746,Crime|Mystery|Thriller
747,Action|Romance|Animation|Comedy|Adventure|Sci-Fi
748,Comedy
749,Comedy|Crime|Family
750,Action|Adventure|Comedy|Drama|Fantasy|Romance|Thriller
751,Horror|Thriller
752,Sci-Fi
754,Comedy|Romance
755,Crime|Drama|Thriller
757,Animation|Comedy|Crime|Family
758,Comedy
759,Action|Crime|Drama|Thriller
760,Animation|Comedy|Family|Fantasy|Musical|Mystery
761,Drama
763,Action|Adventure|Drama|Thriller
765,Crime|Drama|Short|Thriller
766,Comedy|Drama
767,Crime|Drama|Romance|War
768,Drama|Romance
769,Horror|Sci-Fi
770,Documentary
772,Documentary|Music
773,Comedy|Romance
780,Documentary|Biography|History
781,Animation|Comedy|Family|Fantasy|Musical
785,Animation|Drama|History|Music
786,Action|Crime
787,Drama
788,Comedy
789,Crime|Drama
791,Documentary|Music
794,Crime|Drama|Romance
797,Drama
798,Adventure|Drama|Thriller
800,Horror|Sci-Fi
801,Comedy
802,Romance|Thriller
803,Crime|Thriller|Action
804,Crime|Mystery|Thriller
806,Drama|Horror
807,Comedy
808,Comedy
809,Action|Drama|Fantasy|Sci-Fi|Thriller
810,Romance|Comedy
811,Horror|Sci-Fi
813,Documentary|Biography
815,Crime|Drama|Thriller
816,Documentary|Biography
817,Comedy|Drama|Family
818,Action|Sci-Fi
819,Horror|Sci-Fi
820,Action|Comedy|Horror|Sci-Fi
821,Action|Crime|Drama
823,Comedy|Horror
824,Crime|Comedy
825,Documentary|Comedy
826,Family|Fantasy|Horror|Mystery|Thriller
828,Documentary|Music
830,Action|Crime|Thriller
831,Comedy|Fantasy|Romance
832,Documentary|Biography|Music
833,Adventure|Drama
835,Documentary|Family|Fantasy
838,Action|Drama|Western
840,Comedy|Romance
841,Comedy|Drama
842,Action|Adventure|Drama|Romance
843,Comedy|Drama|Romance
844,Comedy|Drama
846,Drama|Mystery|Romance|Thriller
847,Music
848,Drama|Romance
849,Drama
850,Documentary|Sport
851,Adventure|Comedy|Sci-Fi|Western
852,Action|Comedy|Crime
854,Horror|Sci-Fi|Thriller
856,Horror|Thriller
857,Comedy
859,Comedy|Fantasy|Horror
861,Documentary|Music
862,Drama|Family|Fantasy|Romance
864,Comedy
865,Documentary|Music
867,Comedy|Romance
868,Drama
871,Drama|History|Romance|War
872,Action|Adventure|Drama
873,Comedy|Drama
875,Drama
876,Animation|Comedy|Drama
877,Biography|Drama|Romance
879,Crime|Drama
880,Action|Adventure|History|War
881,Comedy|Sci-Fi
882,Music
883,Action|Crime|Thriller
884,Drama|War
885,Drama|Family
886,Biography|Drama|Music
891,Music
892,Drama|Thriller
894,Comedy
895,Adventure|Biography|Drama
896,Biography|Drama
897,Comedy|Drama|Musical|Romance
900,Comedy|Drama|Romance
902,Drama|Mystery|Romance|Thriller
903,Drama|Romance|Thriller
904,Action|Fantasy|Horror|Sci-Fi|Thriller
905,Crime|Drama
907,Comedy|Musical
908,Drama|Romance
909,Crime|Drama
910,Adventure|Biography|Drama|History|Romance|War|Western
911,Adventure|Family|Fantasy|Sci-Fi
914,Documentary|Music
915,Biography|Drama|History|War
917,Music
919,Documentary|Comedy
921,Drama|Film-Noir|Mystery|Thriller
924,Talk-Show
925,Drama|Romance
926,Comedy
927,Drama|Romance
928,Drama
929,Documentary
930,Comedy|Musical
931,Crime|Drama|Thriller
934,Action|Adventure|Drama|Music|Romance|Western
935,Action|Adventure|Animation|Sci-Fi
937,Action|Crime|Drama|Fantasy|Mystery|Thriller
938,Comedy|Horror
939,Crime|Drama|Mystery
940,Animation|Adventure|Comedy|Family|Fantasy|Musical|Romance
942,Animation|Adventure|Comedy|Family|Fantasy|Horror
943,Comedy
944,Documentary
945,Action|Adventure|Drama|Romance|Western
946,Comedy
947,Drama
948,Action|Drama|Romance
949,Comedy|Drama
950,Music
951,Documentary|Biography
952,Comedy|Romance
953,Drama|Sci-Fi
954,Drama|Romance
955,Documentary|Music
956,Comedy|Action|Crime
960,Drama|Romance|Western
961,Comedy|Crime|Drama|Romance
962,Action|Adventure|Comedy|Thriller
963,Drama
966,Action|Crime
967,Action|Comedy|Drama|Musical|Romance|Thriller
968,Short
969,Comedy|Thriller
970,Comedy|Crime|Romance
971,Documentary
972,Music
973,Documentary|Biography|History
974,Comedy|Drama|Fantasy
975,Action|Mystery|Sci-Fi|Thriller
976,Animation
977,Crime|Drama|Romance
978,Drama|Romance
979,Action|Crime|Romance
980,Animation|Comedy|Family|Fantasy|Musical|Romance
981,Comedy|Romance
982,Comedy|Drama|Romance
983,Comedy|Romance
984,Action|Drama|War
985,Action|Adventure|Fantasy
986,Comedy|Drama|Romance
987,Comedy
988,Drama|Romance|War
989,Comedy|Drama
990,Comedy|Drama|Romance
992,Adventure|Drama|Western
993,Action|Adventure|Crime|Fantasy|Mystery|Thriller
994,Horror|Thriller
995,Horror
996,Action|Drama|Thriller
997,Adventure|Drama|Family|War
999,Comedy|Romance
1000,Documentary|Comedy
1001,Comedy|Drama|Romance
1002,Drama|War
1003,Documentary|Sport
1004,Comedy|Crime|Drama|Thriller
1005,Adventure|Game-Show|Reality-TV
1007,Drama
1009,Drama|Romance
1011,Drama|Romance|Sport
1012,Horror
1013,Animation
1014,Drama
1016,Crime|Drama
1019,Drama
1021,Action|Adventure|Crime|Family|Mystery|Thriller
1022,Drama
1024,Drama|Western
1025,Horror|Mystery
1026,Horror
1027,Action|Crime|Drama|Mystery|Thriller
1028,Documentary
1030,Documentary|Music
1032,Action|Crime|Thriller
1033,Action|Comedy|Romance|Thriller
1035,Drama|Thriller
1036,Documentary
1037,Adventure|Comedy|Horror|Musical|Sci-Fi
1038,Animation|Horror|Mystery|Thriller
1039,Drama
1043,Comedy
1044,Comedy
1045,Comedy|Drama|Romance
1046,Comedy|Drama|Romance
1048,Documentary|Music
1049,Comedy|Crime|Drama
1051,Drama|Sport
1053,Documentary
1055,Drama|War
1056,Adventure|Drama|War
1057,Adventure|Drama|Family|Sci-Fi
1058,Comedy
1060,Comedy|Crime
1062,Comedy|Drama
1063,Documentary
1065,Drama|Comedy
1066,Action|Adventure|Drama|Sci-Fi
1067,Horror
1068,Horror|Mystery
1069,Crime|Drama|Mystery|Romance
1070,Action|Crime|Thriller
1071,Animation|Action|Adventure|Comedy|Family|Fantasy|Romance
1073,Biography|Drama|Sport
1074,Crime|Drama|Film-Noir|Mystery|Romance|Thriller
1075,Drama
1077,Drama|Romance|Thriller
1079,Western
1080,Drama
1083,Comedy|Horror|Mystery|Thriller
1084,Animation|Documentary
1085,Documentary|Biography|Comedy|Drama
1087,Adventure|Comedy|Crime|Family
1088,Drama|Fantasy|Horror|Mystery
1089,Animation|Adventure|Family|Musical
1090,Drama
1091,Action|Crime|Drama|Musical|Romance
1092,Comedy|Crime|Drama|Romance|Thriller
1093,Action|Comedy|Drama
1094,Adventure|Drama|Romance
1095,Crime|Drama|Action
1096,Comedy|Crime|Drama
1099,Comedy|Crime|Mystery|Thriller
1100,Comedy|Drama|Romance
1101,Adventure|Family|Fantasy|Musical|Romance
1102,Crime|Drama|Thriller
1103,Drama|Romance
1104,Action|Adventure|Fantasy|Sci-Fi
1105,Action|Crime|Sci-Fi|Thriller
1106,Sci-Fi|Thriller
1110,Comedy|Drama|Family
1111,Drama
1112,Comedy
1113,Animation|Comedy|Sci-Fi
1116,Action|Crime|Sci-Fi|Thriller
1117,Comedy|Sci-Fi
1118,Comedy|Drama|Romance
1120,Documentary|Short
1121,Comedy|Family|Sport
1123,Action|Biography|Drama|Romance
1128,Action|Crime|Drama|Thriller
1129,Adventure|Biography|Drama|History|Romance
1130,Biography|Comedy|Music|Romance
1132,Talk-Show
1133,Comedy
1134,Drama|Romance
1135,Documentary|Crime|Drama|Mystery
1136,Comedy|Drama
1137,Documentary|Comedy
1138,Action|Horror
1139,Action|Sci-Fi|Animation|Fantasy|Adventure|Drama
1140,Drama|Fantasy|Romance
1141,Comedy|Drama|Romance
1142,Comedy
1143,Drama|Horror|Music|Romance|Thriller
1144,Drama
1145,Comedy|Romance
1146,Action
1147,Drama
1148,Action|Adventure|Thriller
1150,Documentary
1151,Horror|Mystery|Thriller
1152,Drama
1154,Horror|Mystery|Thriller
1157,Drama|Romance
1158,Comedy|Drama|Romance
1160,Crime|Thriller|Drama
1161,Biography|Drama|Music
1162,Action|Fantasy
1163,Adventure|Mystery|Sci-Fi|Thriller
1165,Crime|Drama
1166,Comedy|Family
1167,Comedy|Drama
1170,Action|Crime|Drama|Romance|Thriller
1171,Action|Crime|Sci-Fi
1172,Comedy
1173,Documentary|Animation|History
1174,Comedy|Drama|Family|Sport
1175,Action|Comedy|Crime|Sci-Fi|Thriller
1176,Drama|Horror
1178,Comedy
1179,Drama
1180,Biography|Drama
1182,Adventure|Drama|History|Thriller
1183,Drama|Horror|Mystery|Sci-Fi|Thriller
1186,Adventure|Crime
1187,Comedy|Horror
1190,Comedy|Drama
1191,Action|Comedy|Crime|Thriller
1193,Drama|History|Horror
1194,Drama|Romance
1198,Horror|Mystery|Thriller
1199,Drama|Romance
1200,Comedy|Thriller
1201,Drama
1202,Adventure|Comedy
1204,Comedy|Drama
1205,Drama
1206,Animation
1207,Crime|Mystery|Thriller
1209,Action|Adventure|Comedy
1210,Action|Adventure|Comedy|Romance|Western
1211,Biography|Drama
1214,Comedy|Musical|Drama|Family
1215,Comedy
1216,Biography|Drama|Fantasy|Mystery|Sci-Fi
1218,Thriller
1219,Crime|Drama
1220,Action|Crime|Drama|Thriller
1221,Comedy|Romance
1224,Comedy|Drama|Fantasy|Mystery|Romance|Thriller
1226,Drama|Romance
1227,Horror
1228,Comedy
1229,Comedy|Romance
1232,Comedy|Romance
1233,Comedy|Sci-Fi
1234,Comedy|Drama
1236,Comedy
1237,Action|Adventure|Fantasy|Sci-Fi
1238,Action|Comedy|Crime|Drama
1240,Adventure|Drama|Sci-Fi|Thriller
1241,Biography|Drama|War
1244,Documentary|Drama
1245,Comedy|Drama|Romance
1248,Documentary
1250,Comedy|Drama|Romance
1251,Animation|Comedy|Horror|Short|Sci-Fi
1252,Drama
1253,Comedy|Musical
1254,Comedy|Romance
1255,Comedy|Romance
1258,Action|Drama|War
1259,Music
1260,Adventure|Sci-Fi|Fantasy
1262,Comedy|Crime|Mystery|Thriller
1264,Short|Comedy|Crime
1265,Action|Crime|Drama
1266,Documentary|Family
1267,Comedy|Family|Fantasy
1269,Comedy|Drama
1270,Drama|Romance
1271,Drama|History|Romance|War|Western
1272,Adventure|Drama
1273,Action|Sci-Fi|Thriller
1276,Animation|Action|Family|Sci-Fi
1278,Drama|Thriller
1280,Adventure|Crime|Drama|Mystery
1281,Action|Drama
1282,Documentary|Biography|War
1283,Biography|Drama
1284,Comedy|Sport
1286,Comedy
1287,Action|Adventure|Crime
1289,Comedy|Family|Romance
1290,Documentary
1292,Drama|War
1293,Horror|Thriller
1294,Crime|Drama|Thriller
1295,Comedy|Crime|Sci-Fi
1296,Comedy|Romance
1297,Comedy|Drama|Romance
1298,Crime|Horror|Mystery|Thriller
1299,Animation|Comedy|Family|Mystery
1301,Drama|Horror|Mystery|Thriller
1302,Documentary|Drama
1303,Family
1304,Action|Drama|Sci-Fi
1305,Drama
1307,Action|Adventure|Crime|Thriller
1308,Action|Drama|Romance|Western
1309,Documentary
1310,Horror
1312,Action|Crime|Drama
1314,Mystery|Thriller
1315,Action|Drama|Comedy
1317,Biography|Drama|History
1318,Family|Adventure|Sci-Fi
1319,Horror|Mystery|Thriller
1320,Drama
1322,Documentary
1323,Comedy|Drama|Romance
1324,Action|Crime|Drama|Thriller
1325,Comedy
1326,Short|Music
1327,Crime|Drama|Film-Noir
1329,Drama|Sport
1332,Crime|Drama|Mystery
1333,Comedy|Horror|Thriller
1334,Comedy|Crime|Drama|Thriller
1335,Documentary|Music
1336,Drama|Horror|Romance|Thriller
1338,Comedy
1339,Animation|Family|Short
1340,Action|Drama
1342,Horror
1343,Comedy|Romance
1345,Comedy|Family|Sci-Fi
1346,Adventure|Family|Fantasy
1347,Animation|Short|Drama|Fantasy|Romance
1348,Thriller
1350,Crime|Drama|Mystery
1351,Documentary|Music
1352,Biography|Drama
1353,Comedy
1354,Crime|Drama|Thriller
1358,Biography|Drama|History
1359,Biography|Comedy|Drama|Musical|Romance
1360,Drama|Romance
1361,Drama
1363,Comedy|Fantasy|Horror
1364,Drama
1365,Documentary|Crime|Music
1366,Thriller
1367,Drama|Music|Romance
1370,Crime|Thriller
1371,Action|Horror|Sci-Fi|Thriller
1372,Action|Drama|Thriller
1373,Action|Drama|Romance|Sport
1374,Crime|Horror|Mystery|Thriller
1375,Drama|Music|Romance
1381,Comedy|Romance
1383,Crime|Mystery|Thriller
1384,Action|Biography|Crime|Drama|Thriller
1385,Comedy|Western
1387,Documentary
1388,Biography|Music
1389,Animation|Family
1392,Drama|War
1393,Crime|Sci-Fi|Thriller
1394,Drama|Thriller
1395,Comedy|Mystery|Romance|Thriller
1396,Animation|Short
1398,Drama
1399,Drama|Sci-Fi
1401,Drama
1404,Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
1406,Adventure|Comedy|Family|Fantasy
1407,Drama|History|Romance
1408,Crime|Drama|Mystery|Thriller
1411,Drama
1413,Documentary|Biography|Sport
1414,Comedy|Drama
1416,Documentary
1417,Action|Drama
1419,Drama
1420,Documentary|Comedy|History|War
1421,Biography|Comedy|Drama
1424,Comedy|Drama
1425,Action|Crime|Drama|Mystery|Romance|Thriller
1426,Comedy|Drama|Romance
1427,Action|Adventure|Drama
1428,Action|Thriller
1431,Crime|Drama|Romance
1432,Drama|Romance|War|Western
1436,Documentary
1437,Comedy|Documentary
1438,Horror|Mystery|Thriller
1445,Animation|Action|Adventure|Fantasy|Thriller
1446,Documentary|History
1447,Crime|Drama|Thriller
1448,Animation|Action|Sci-Fi
1449,Fantasy|Romance|Action
1450,Drama|History|Western
1451,Action|Comedy
1452,Drama
1453,Music
1454,Horror
1455,Action
1458,Animation|Short|Adventure|Comedy|Family|Fantasy|Musical
1459,Thriller|Horror
1460,Drama|History|Sport
1461,Animation|Adventure|Comedy|Sci-Fi
1462,Comedy|Documentary
1463,Comedy|Sci-Fi
1464,Crime|Action|Drama
